459,0
620,1
794,2
494,3
584,4
147,5
29,6
544,7
570,8
139,9
116,10
565,11
338,12
430,13
491,14
16,15
777,16
869,17
452,18
588,19
815,20
375,21
724,22
32,23
347,24
419,25
247,26
677,27
879,28
922,29
654,30
913,31
599,32
631,33
539,34
689,35
626,36
274,37
397,38
740,39
153,40
936,41
802,42
639,43
210,44
593,45
422,46
702,47
520,48
756,49
280,50
586,51
93,52
326,53
263,54
984,55
806,56
227,57
185,58
693,59
600,60
465,61
99,62
977,63
149,64
700,65
637,66
614,67
940,68
532,69
615,70
366,71
260,72
212,73
393,74
521,75
379,76
334,77
564,78
214,79
336,80
179,81
505,82
764,83
660,84
105,85
508,86
325,87
846,88
683,89
619,90
154,91
211,92
837,93
774,94
527,95
432,96
468,97
394,98
968,99
529,100
408,101
299,102
767,103
931,104
603,105
563,106
406,107
569,108
518,109
364,110
47,111
934,112
506,113
844,114
143,115
75,116
133,117
784,118
711,119
162,120
803,121
382,122
933,123
261,124
449,125
482,126
547,127
594,128
671,129
310,130
979,131
960,132
332,133
717,134
537,135
522,136
694,137
496,138
601,139
115,140
663,141
413,142
749,143
399,144
487,145
117,146
438,147
513,148
790,149
84,150
333,151
463,152
661,153
921,154
405,155
27,156
159,157
697,158
674,159
769,160
243,161
253,162
218,163
138,164
176,165
273,166
192,167
67,168
294,169
436,170
305,171
673,172
990,173
540,174
259,175
365,176
810,177
847,178
528,179
886,180
224,181
859,182
623,183
796,184
318,185
719,186
41,187
264,188
156,189
328,190
124,191
244,192
546,193
880,194
758,195
235,196
998,197
571,198
350,199
441,200
61,201
807,202
270,203
781,204
428,205
314,206
488,207
735,208
297,209
367,210
96,211
838,212
613,213
681,214
368,215
98,216
386,217
938,218
723,219
290,220
189,221
901,222
100,223
840,224
181,225
313,226
705,227
440,228
80,229
993,230
514,231
17,232
255,233
150,234
722,235
228,236
52,237
590,238
909,239
433,240
624,241
856,242
246,243
108,244
874,245
177,246
575,247
765,248
89,249
761,250
530,251
346,252
373,253
995,254
391,255
166,256
996,257
942,258
2,259
908,260
643,261
669,262
407,263
609,264
510,265
821,266
141,267
44,268
733,269
202,270
612,271
97,272
816,273
183,274
963,275
987,276
377,277
112,278
870,279
706,280
953,281
788,282
404,283
828,284
257,285
354,286
755,287
65,288
726,289
400,290
855,291
479,292
772,293
416,294
11,295
425,296
910,297
866,298
118,299
486,300
857,301
300,302
545,303
82,304
323,305
969,306
621,307
213,308
26,309
251,310
289,311
534,312
481,313
302,314
904,315
760,316
296,317
645,318
498,319
617,320
633,321
321,322
768,323
966,324
560,325
437,326
119,327
854,328
718,329
222,330
281,331
70,332
278,333
642,334
114,335
742,336
849,337
327,338
252,339
85,340
516,341
662,342
216,343
707,344
741,345
470,346
686,347
941,348
863,349
445,350
832,351
418,352
137,353
87,354
635,355
121,356
805,357
959,358
9,359
785,360
667,361
992,362
951,363
721,364
396,365
157,366
757,367
861,368
492,369
50,370
182,371
666,372
381,373
356,374
435,375
37,376
357,377
31,378
596,379
850,380
45,381
324,382
132,383
800,384
144,385
68,386
801,387
595,388
467,389
668,390
842,391
974,392
444,393
830,394
412,395
552,396
111,397
148,398
125,399
902,400
57,401
983,402
618,403
78,404
836,405
798,406
819,407
891,408
867,409
456,410
895,411
797,412
841,413
303,414
155,415
868,416
49,417
384,418
965,419
219,420
126,421
272,422
167,423
920,424
478,425
991,426
341,427
91,428
424,429
18,430
982,431
203,432
737,433
659,434
813,435
497,436
632,437
483,438
728,439
285,440
871,441
752,442
964,443
165,444
36,445
221,446
171,447
958,448
229,449
205,450
472,451
120,452
602,453
349,454
39,455
15,456
881,457
231,458
744,459
504,460
83,461
736,462
48,463
751,464
267,465
287,466
33,467
282,468
541,469
924,470
852,471
53,472
884,473
835,474
20,475
925,476
71,477
747,478
657,479
398,480
889,481
985,482
585,483
130,484
515,485
533,486
981,487
392,488
971,489
455,490
90,491
319,492
331,493
873,494
376,495
712,496
1,497
531,498
335,499
95,500
899,501
606,502
340,503
743,504
892,505
73,506
103,507
649,508
853,509
517,510
926,511
342,512
978,513
786,514
69,515
502,516
616,517
678,518
577,519
320,520
883,521
13,522
128,523
43,524
474,525
851,526
945,527
792,528
249,529
201,530
457,531
352,532323,533
163,534
58,535
378,536
34,537
822,538
894,539
226,540
489,541
374,542
536,543
158,544
776,545
466,546
427,547
896,548
622,549
630,550
345,551
5,552
917,553
344,554
200,555
172,556
184,557
254,558
543,559
818,560
999,561
827,562
771,563
134,564
480,565
720,566
415,567
714,568
812,569
980,570
46,571
170,572
276,573
258,574
372,575
576,576
538,577
692,578
789,579
421,580
766,581
773,582
308,583
291,584
954,585
102,586
63,587
60,588
238,589
230,590
